date,startup,vertical,subvertical,city,investors,round,amount,year,month,quarter,month_year,funding_range,investor_count
2017-10-05,Fourth Ambit,Consumer Tech,Community Building platform,Bengaluru,1Crowd,Seed,4.95,2017,10,4,2017-10,1-10Cr,1
2017-10-05,Chymera VR,Tech,Advertising Platform for Virtual Reality,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed,0.0,2017,10,4,2017-10,,3
2017-11-05,Early Salary,Consumer Tech,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,33.0,2017,11,4,2017-11,10-50Cr,2
2017-11-05,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed,0.0,2017,11,4,2017-11,,1
2017-11-05,ION Energy,Tech,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed,0.0,2017,11,4,2017-11,,3
2017-12-05,Legal Raasta,Consumer Tech,Legal Services to SMEs & Individuals,Delhi,Impanix Capital,Private Equity,41.25,2017,12,4,2017-12,10-50Cr,1
2017-12-05,Log 9 Materials,Tech,NanoTech product developer,Bengaluru,GEMs,Seed,0.0,2017,12,4,2017-12,,1
2017-12-05,Remit Guru,Consumer Tech,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,3.8445,2017,12,4,2017-12,1-10Cr,2
2017-12-05,Aequm,eCommerce,Cloud ECommerce platform,Bengaluru,undisclosed investors,Seed,8.25,2017,12,4,2017-12,1-10Cr,1
2017-05-15,Zapty,Tech,Project Management tool,Bengaluru,IdeaSpring Capital,Seed,4.125,2017,5,2,2017-05,1-10Cr,1
2017-05-15,Vernacular.ai,Tech,Multi-lingual AI Platform for Businesses,Bengaluru,Kstart Capital,Seed,0.0,2017,5,2,2017-05,,1
2017-05-16,Niki.ai,Tech,AI-based chatbot,Bengaluru,SAP,Private Equity,0.0,2017,5,2,2017-05,,1
2017-05-16,Telr,Tech,Online Payment Gateway,Mumbai,Innovations East,Private Equity,24.75,2017,5,2,2017-05,10-50Cr,1
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,4.125,2017,5,2,2017-05,1-10Cr,1
2017-05-17,Genie,Consumer Tech,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed,2.0625,2017,5,2,2017-05,1-10Cr,1
2017-05-17,Paysense,Consumer Tech,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,43.725,2017,5,2,2017-05,10-50Cr,1
2017-05-18,The Good Life,eCommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed,8.25,2017,5,2,2017-05,1-10Cr,2
2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed,0.0,2017,5,2,2017-05,,1
2017-05-18,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bengaluru,SoftBank Group,Private Equity,11550.0,2017,5,2,2017-05,>500Cr,1
2017-05-19,EzCred,Consumer Tech,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed,8.25,2017,5,2,2017-05,1-10Cr,3
2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed,0.0,2017,5,2,2017-05,,2
2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,Delhi,Gokaldas Exports Ltd,Private Equity,0.0,2017,5,2,2017-05,,1
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,Delhi,Fosun International,Private Equity,247.5,2017,5,2,2017-05,100-500Cr,1
2017-05-22,ZipGrid,Consumer Tech,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed,4.125,2017,5,2,2017-05,1-10Cr,2
2017-05-23,TravelSpice,eCommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed,0.0,2017,5,2,2017-05,,1
2017-05-23,Magicpin,Consumer Tech,Hyperlocal discovery platform,Gurugram,"Lightspeed Venture Partners, Vy Capital,",Private Equity,54.45,2017,5,2,2017-05,50-100Cr,3
2017-05-23,The Print,Consumer Tech,News Portal,Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed,0.0,2017,5,2,2017-05,,6
2017-05-23,Box8,Consumer Tech,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,8.25,2017,5,2,2017-05,1-10Cr,1
2017-05-24,GenNext Students,Consumer Tech,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed,4.785,2017,5,2,2017-05,1-10Cr,1
2017-05-25,Aye Finance,Unknown,Non-Banking Financial Company,Gurugram,Blue Orchard,Private Equity,66.0,2017,5,2,2017-05,50-100Cr,1
2017-05-26,WhatsLoan,Consumer Tech,Online Lending mobile app,Bengaluru,Lahiri Music\\xe2\\x80\\x99s family office,Seed,0.0,2017,5,2,2017-05,,1
2017-05-29,Nivesh,Consumer Tech,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed,0.0,2017,5,2,2017-05,,3
2017-05-29,Wowflux,Tech,image Processing solution,Delhi,Undisclosed Investors,Seed,0.0,2017,5,2,2017-05,,1
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,28.875,2017,5,2,2017-05,10-50Cr,1
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bengaluru,Matrix Partners,Seed,0.0,2017,5,2,2017-05,,1
2017-05-30,SimpliLend,Consumer Tech,Online lending platform,Delhi,Undisclosed Investors,Seed,0.0,2017,5,2,2017-05,,1
2017-05-30,Supr Daily,Consumer Tech,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,12.375,2017,5,2,2017-05,10-50Cr,3
2017-05-30,Swiggy,Consumer Tech,Online food delivery platform,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,660.0,2017,5,2,2017-05,>500Cr,6
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,41.25,2017,5,2,2017-05,10-50Cr,1
2017-05-31,Magicpin,Consumer Tech,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurugram,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,57.75,2017,5,2,2017-05,50-100Cr,2
2017-01-04,Cashe,Consumer Tech,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,31.35,2017,1,1,2017-01,10-50Cr,3
2017-03-04,Eruditus,EdTech,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,67.65,2017,3,1,2017-03,50-100Cr,1
2017-03-04,TestBook,Consumer Tech,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,0.0,2017,3,1,2017-03,,1
2017-03-04,Healthcare at Home,Health,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,330.0,2017,3,1,2017-03,100-500Cr,1
2017-03-04,Tyre Express,Tech,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed,0.0,2017,3,1,2017-03,,1
2017-03-04,SmartCoin,Consumer Tech,Micro Lending platform,Bengaluru,Unicorn India Ventures & Others,Private Equity,0.0,2017,3,1,2017-03,,1
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,22.275,2017,4,2,2017-04,10-50Cr,1
2017-04-04,Perfios,Tech,Fin-Tech Solutions,Bengaluru,Bessemer Venture Partners,Private Equity,50.325,2017,4,2,2017-04,50-100Cr,1
2017-04-04,Whatfix,Tech,Interactive Tech-Support Guides,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,30.4425,2017,4,2,2017-04,10-50Cr,7
2017-04-04,ElastiRun,Tech,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,57.75,2017,4,2,2017-04,50-100Cr,2
2017-04-04,Trukky,Consumer Tech,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed,4.125,2017,4,2,2017-04,1-10Cr,2
2017-04-04,Konsult App,Consumer Tech,App based Doctor Consulting platform,Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed,4.125,2017,4,2,2017-04,1-10Cr,4
2017-05-04,Credit Sudhaar,Consumer Tech,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed,0.0,2017,5,2,2017-05,,2
2017-05-04,Fingerlix,Consumer Tech,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,24.75,2017,5,2,2017-05,10-50Cr,1
2017-05-04,DataWeave,Tech,Business Intelligence Solutions,Bengaluru,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,0.0,2017,5,2,2017-05,,4
2017-06-04,Medwell Ventures,Health,Home-Based Healthcare provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,173.25,2017,6,2,2017-06,100-500Cr,3
2017-06-04,Mech Mocha,Consumer Tech,Mobile gaming startup,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,41.25,2017,6,2,2017-06,10-50Cr,2
2017-07-04,Startup Buddy,Consumer Tech,Startup Support Platform,Gurugram,"YouWeCan Ventures,",Seed,0.0,2017,7,3,2017-07,,2
2017-07-04,QorQI,Health,Online Healthcare provider,Noida,Paytm,Seed,0.0,2017,7,3,2017-07,,1
2017-07-04,Twenty Two Motors,Tech,Smart Scooter manufacturer,Gurugram,"Ishwar Singh,Farhaan Shabbir",Seed,0.0,2017,7,3,2017-07,,2
2017-07-04,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,148.5,2017,7,3,2017-07,100-500Cr,4
2017-08-04,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0.0,2017,8,3,2017-08,,1
2017-08-04,FastFox,Consumer Tech,Online rental discovery platform,Gurugram,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,37.95,2017,8,3,2017-08,10-50Cr,5
2017-10-04,Omnify,Tech,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed,1.2375,2017,10,4,2017-10,1-10Cr,3
2017-10-04,Capital Float,Consumer Tech,Online Lending Platform for SME,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,18.975,2017,10,4,2017-10,10-50Cr,1
2017-11-04,Ninjacart,eCommerce,B2B agri-marketing platform,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,45.375,2017,11,4,2017-11,10-50Cr,5
2017-11-04,MergerWare,Tech,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed,0.825,2017,11,4,2017-11,<1Cr,1
2017-11-04,Sports Flashes,Consumer Tech,Online Sports portal & Mobile app,Delhi,"Sushil Kumar, Sandeep Singh",Seed,0.0,2017,11,4,2017-11,,2
2017-12-04,Clovia,eCommerce,Online lingerie & Sleepwear etailer,Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,33.0,2017,12,4,2017-12,10-50Cr,2
2017-12-04,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,37.125,2017,12,4,2017-12,10-50Cr,3
2017-12-04,HackerEarth,Consumer Tech,Online Skill Assessment Platform,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,37.125,2017,12,4,2017-12,10-50Cr,6
2017-12-04,Squadrun,Tech,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,17.325,2017,12,4,2017-12,10-50Cr,7
2017-12-04,Tinmen,Consumer Tech,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed,0.0,2017,12,4,2017-12,,3
2017-12-04,ScoutMyTrip,Consumer Tech,Online Travel planner,Mumbai,Z Nation Lab,Seed,0.0,2017,12,4,2017-12,,1
2017-04-13,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurugram,Redcliffe Capital,Private Equity,0.0,2017,4,2,2017-04,,1
2017-04-13,WeAreHolidays,Consumer Tech,Travel Packages & Planner marketplace,Gurugram,"Urrshila Kerkar,",Private Equity,63.525,2017,4,2,2017-04,50-100Cr,2
2017-04-14,Ola Cabs,Consumer Tech,Cab Aggregator App,Bengaluru,SIMI Pacific Pte,Private Equity,2145.0,2017,4,2,2017-04,>500Cr,1
2017-04-15,Myly,Consumer Tech,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed,2.5575,2017,4,2,2017-04,1-10Cr,1
2017-04-17,CrediHealth,Consumer Tech,Online Medical Assistance platform,Gurugram,"Tolaram Inc, Mountain Pine Capital",Private Equity,12.375,2017,4,2,2017-04,10-50Cr,2
2017-04-17,Navia Life Care,Tech,Health Technology platform,Delhi,Benori Ventures LLP,Seed,0.0,2017,4,2,2017-04,,1
2017-04-17,Raw Pressery,Food & Beverage,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed,0.0,2017,4,2,2017-04,,1
2017-04-17,Snackible,Food & Beverage,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed,1.44375,2017,4,2,2017-04,1-10Cr,6
2017-04-17,Be U Salons,Consumer Tech,Online Salon discovery & Booking Services,Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed,5.115,2017,4,2,2017-04,1-10Cr,4
2017-04-17,Simulanis,Consumer Tech,eLearning & Skills Development plat,Delhi,Village Capital,Seed,0.0,2017,4,2,2017-04,,1
2017-04-17,LendingKart,Consumer Tech,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,38.3625,2017,4,2,2017-04,10-50Cr,1
2017-04-18,Innefu Security Consulting,Tech,Cyber Security solutions using AI,Delhi,IndiaNivesh Venture Capital Fund,Private Equity,16.5,2017,4,2,2017-04,10-50Cr,1
2017-04-18,Whodat,Tech,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,4.95,2017,4,2,2017-04,1-10Cr,1
2017-04-18,Absentia VR,Tech,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,10.3125,2017,4,2,2017-04,10-50Cr,1
2017-04-19,IOTrek,Tech,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed,1.27875,2017,4,2,2017-04,1-10Cr,1
2017-04-20,HolaChef,Consumer Tech,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,24.75,2017,4,2,2017-04,10-50Cr,2
2017-04-20,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bengaluru,Ankit Nagori,Private Equity,0.0,2017,4,2,2017-04,,1
2017-04-21,Video Ken,Consumer Tech,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed,8.25,2017,4,2,2017-04,1-10Cr,5
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,51.975,2017,4,2,2017-04,50-100Cr,5
2017-04-24,Oyo Rooms,Consumer Tech,Branded Budget Hotels Aggregator,Gurugram,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,2062.5,2017,4,2,2017-04,>500Cr,4
2017-04-24,Toppr,Consumer Tech,Learning mobile app for students,Mumbai,WGG International,Private Equity,26.4,2017,4,2,2017-04,10-50Cr,1
2017-04-24,Niramai,Health,Breast Cancer Screening Solutions,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed,0.0,2017,4,2,2017-04,,4
2017-04-25,The Office Pass,Consumer Tech,CoWorking Spaces booking platform,Gurugram,"Arun Tadanki, Aditya Verma",Seed,2.02125,2017,4,2,2017-04,1-10Cr,2
2017-04-25,UrbanClap,Consumer Tech,Mobile Services Marketplace,Gurugram,Trifecta Capital,Private Equity,25.575,2017,4,2,2017-04,10-50Cr,1
2017-04-26,Awfis,Consumer Tech,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,165.0,2017,4,2,2017-04,100-500Cr,1
2017-04-26,Myra,Consumer Tech,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,0.0,2017,4,2,2017-04,,2
2017-04-26,Flytxt,Tech,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,90.75,2017,4,2,2017-04,50-100Cr,1
2017-04-26,Howdy Ventures,Consumer Tech,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed,12.375,2017,4,2,2017-04,10-50Cr,1
2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,Delhi,Trifecta Capital,Private Equity,8.25,2017,4,2,2017-04,1-10Cr,1
2017-04-26,ZipGo,Consumer Tech,Bus Pooling services platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0.0,2017,4,2,2017-04,,3
2017-04-27,Scootsy,Consumer Tech,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,29.7,2017,4,2,2017-04,10-50Cr,2
2017-04-27,Autobix,Tech,Software Solutions for Auto Dealership,Pune,GardX International,Seed,0.0,2017,4,2,2017-04,,1
2017-04-27,eShiksha,Tech,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed,0.0,2017,4,2,2017-04,,1
2017-04-27,iNurture,Consumer Tech,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,12.375,2017,4,2,2017-04,10-50Cr,1
2017-04-28,Sepalika,Consumer Tech,Healthcare related content platform,Delhi,Accel Partners,Seed,6.1875,2017,4,2,2017-04,1-10Cr,1
2017-04-28,Mintwalk,Consumer Tech,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed,0.0,2017,4,2,2017-04,,1
2017-04-29,Qriyo,Consumer Tech,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,0.0,2017,4,2,2017-04,,1
2017-01-03,Ola,Consumer Tech,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,2722.5,2017,1,1,2017-01,>500Cr,1
2017-01-03,Belong,Consumer Tech,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,82.5,2017,1,1,2017-01,50-100Cr,1
2017-01-03,Seenit,Consumer Tech,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed,0.0,2017,1,1,2017-01,,2
2017-01-03,Paalak,eCommerce,Fresh Produce Selling portal,Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed,0.0,2017,1,1,2017-01,,5
2017-02-03,Celes Care,Consumer Tech,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,12.375,2017,2,1,2017-02,10-50Cr,4
2017-02-03,Karomi,Tech,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed,4.125,2017,2,1,2017-02,1-10Cr,1
2017-02-03,Red Carpet,Consumer Tech,Micro Lending platform,Gurugram,Lightspeed Venture Partners,Private Equity,20.625,2017,2,1,2017-02,10-50Cr,1
2017-02-03,Kreate Konnect,Tech,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed,0.0,2017,2,1,2017-02,,1
2017-02-03,CreditMantri,Consumer Tech,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,62.7,2017,2,1,2017-02,50-100Cr,1
2017-03-03,Lets Endorse,Consumer Tech,Online Ecosystem of social innovators,Bengaluru,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed,0.0,2017,3,1,2017-03,,2
2017-03-03,Tydy,Tech,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed,2.26875,2017,3,1,2017-03,1-10Cr,3
2017-03-03,Nactus,Consumer Tech,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed,0.0,2017,3,1,2017-03,,3
2017-03-03,Oho Shop,Tech,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,55.275,2017,3,1,2017-03,50-100Cr,2
